epoch;time;train/box_loss;train/cls_loss;train/dfl_loss;metrics/precision(B);metrics/recall(B);metrics/mAP50(B);metrics/mAP50-95(B);val/box_loss;val/cls_loss;val/dfl_loss;lr/pg0;lr/pg1;lr/pg2;lr/pg3;lr/pg4;lr/pg5;lr/pg6;lr/pg7
249;56071,900;0,73929;0,40324;0,00402;0,92796;0,90231;0,95156;0,71427;1,00353;0,42698;0,00671;0,00544800;0,00181600;0,00544800;0,00181600;0,00544800;0,00181600;0,00544800;0,00181600
250;56352,600;0,73965;0,40107;0,00400;0,92630;0,90142;0,95143;0,71469;1,00260;0,42804;0,00670;0,00534900;0,00178300;0,00534900;0,00178300;0,00534900;0,00178300;0,00534900;0,00178300
251;56633,000;0,73551;0,39979;0,00398;0,92746;0,90210;0,95148;0,71501;1,00214;0,42797;0,00670;0,00525000;0,00175000;0,00525000;0,00175000;0,00525000;0,00175000;0,00525000;0,00175000
252;56912,600;0,73342;0,39784;0,00396;0,92775;0,90228;0,95159;0,71502;1,00169;0,42799;0,00670;0,00515100;0,00171700;0,00515100;0,00171700;0,00515100;0,00171700;0,00515100;0,00171700
253;57192,600;0,73448;0,40010;0,00396;0,92619;0,90439;0,95172;0,71535;1,00142;0,42828;0,00670;0,00505200;0,00168400;0,00505200;0,00168400;0,00505200;0,00168400;0,00505200;0,00168400
254;57471,700;0,72674;0,39734;0,00393;0,92655;0,90376;0,95170;0,71554;1,00092;0,42835;0,00669;0,00495300;0,00165100;0,00495300;0,00165100;0,00495300;0,00165100;0,00495300;0,00165100
255;57751,800;0,72764;0,39654;0,00389;0,92991;0,90123;0,95194;0,71623;1,00013;0,42748;0,00669;0,00485400;0,00161800;0,00485400;0,00161800;0,00485400;0,00161800;0,00485400;0,00161800
256;58031,600;0,72608;0,39378;0,00393;0,92670;0,90413;0,95182;0,71642;0,99935;0,42835;0,00668;0,00475500;0,00158500;0,00475500;0,00158500;0,00475500;0,00158500;0,00475500;0,00158500
257;58311,800;0,72314;0,39097;0,00390;0,92621;0,90516;0,95182;0,71662;0,99883;0,42759;0,00668;0,00465600;0,00155200;0,00465600;0,00155200;0,00465600;0,00155200;0,00465600;0,00155200
258;58594,200;0,72310;0,39198;0,00385;0,92460;0,90515;0,95190;0,71659;0,99753;0,42828;0,00667;0,00455700;0,00151900;0,00455700;0,00151900;0,00455700;0,00151900;0,00455700;0,00151900
259;58874,400;0,71562;0,39034;0,00386;0,92780;0,90347;0,95207;0,71694;0,99697;0,42838;0,00667;0,00445800;0,00148600;0,00445800;0,00148600;0,00445800;0,00148600;0,00445800;0,00148600
260;288,969;0,72330;0,39040;0,00390;0,92876;0,90388;0,95217;0,71685;0,99702;0,42879;0,00667;0,00435900;0,00145300;0,00435900;0,00145300;0,00435900;0,00145300;0,00435900;0,00145300
261;678,978;0,72663;0,38780;0,00392;0,92729;0,90412;0,95173;0,71682;0,99668;0,42769;0,00666;0,00426000;0,00142000;0,00426000;0,00142000;0,00426000;0,00142000;0,00426000;0,00142000
262;1090,530;0,72709;0,39056;0,00393;0,92756;0,90471;0,95185;0,71720;0,99639;0,42791;0,00666;0,00416100;0,00138700;0,00416100;0,00138700;0,00416100;0,00138700;0,00416100;0,00138700
263;1496,990;0,72562;0,39310;0,00389;0,92915;0,90521;0,95190;0,71757;0,99591;0,42722;0,00666;0,00406200;0,00135400;0,00406200;0,00135400;0,00406200;0,00135400;0,00406200;0,00135400
264;1902,840;0,72398;0,38960;0,00391;0,92847;0,90531;0,95187;0,71781;0,99578;0,42785;0,00666;0,00396300;0,00132100;0,00396300;0,00132100;0,00396300;0,00132100;0,00396300;0,00132100
265;2314,050;0,72708;0,39231;0,00389;0,92953;0,90411;0,95192;0,71795;0,99562;0,42633;0,00666;0,00386400;0,00128800;0,00386400;0,00128800;0,00386400;0,00128800;0,00386400;0,00128800
266;2734,780;0,71888;0,38900;0,00391;0,92837;0,90381;0,95198;0,71795;0,99487;0,42751;0,00666;0,00376500;0,00125500;0,00376500;0,00125500;0,00376500;0,00125500;0,00376500;0,00125500
267;3142,400;0,72478;0,38833;0,00386;0,92758;0,90469;0,95194;0,71803;0,99448;0,42803;0,00665;0,00366600;0,00122200;0,00366600;0,00122200;0,00366600;0,00122200;0,00366600;0,00122200
268;3551,800;0,72011;0,38467;0,00384;0,92725;0,90384;0,95202;0,71818;0,99451;0,42755;0,00666;0,00356700;0,00118900;0,00356700;0,00118900;0,00356700;0,00118900;0,00356700;0,00118900
269;3973,310;0,71992;0,38923;0,00382;0,92914;0,90230;0,95215;0,71832;0,99434;0,42668;0,00666;0,00346800;0,00115600;0,00346800;0,00115600;0,00346800;0,00115600;0,00346800;0,00115600
270;4380,930;0,71631;0,38581;0,00384;0,92901;0,90323;0,95223;0,71860;0,99394;0,42617;0,00666;0,00336900;0,00112300;0,00336900;0,00112300;0,00336900;0,00112300;0,00336900;0,00112300
271;4659,780;0,71517;0,38529;0,00383;0,92811;0,90357;0,95225;0,71857;0,99272;0,42734;0,00664;0,00327000;0,00109000;0,00327000;0,00109000;0,00327000;0,00109000;0,00327000;0,00109000
272;4939,880;0,71306;0,38313;0,00382;0,92904;0,90441;0,95258;0,71910;0,99219;0,42648;0,00664;0,00317100;0,00105700;0,00317100;0,00105700;0,00317100;0,00105700;0,00317100;0,00105700
273;5219,940;0,70989;0,38556;0,00383;0,92990;0,90463;0,95270;0,71918;0,99210;0,42530;0,00664;0,00307200;0,00102400;0,00307200;0,00102400;0,00307200;0,00102400;0,00307200;0,00102400
274;5636,810;0,70898;0,37906;0,00385;0,93014;0,90400;0,95284;0,71939;0,99151;0,42521;0,00664;0,00297300;0,00099100;0,00297300;0,00099100;0,00297300;0,00099100;0,00297300;0,00099100
275;6049,710;0,70645;0,38021;0,00379;0,93044;0,90456;0,95276;0,71908;0,99097;0,42481;0,00664;0,00287400;0,00095800;0,00287400;0,00095800;0,00287400;0,00095800;0,00287400;0,00095800
276;6452,280;0,70244;0,37392;0,00376;0,93103;0,90454;0,95256;0,71919;0,99069;0,42502;0,00663;0,00277500;0,00092500;0,00277500;0,00092500;0,00277500;0,00092500;0,00277500;0,00092500
277;6872,890;0,70744;0,37496;0,00373;0,93115;0,90511;0,95257;0,71967;0,99059;0,42394;0,00663;0,00267600;0,00089200;0,00267600;0,00089200;0,00267600;0,00089200;0,00267600;0,00089200
278;7291,870;0,70137;0,37411;0,00374;0,93198;0,90445;0,95277;0,71971;0,99096;0,42323;0,00663;0,00257700;0,00085900;0,00257700;0,00085900;0,00257700;0,00085900;0,00257700;0,00085900
279;7728,540;0,70310;0,37403;0,00372;0,93393;0,90401;0,95296;0,72021;0,99039;0,42260;0,00663;0,00247800;0,00082600;0,00247800;0,00082600;0,00247800;0,00082600;0,00247800;0,00082600
280;8007,160;0,69756;0,37165;0,00370;0,93405;0,90359;0,95285;0,72002;0,98993;0,42217;0,00663;0,00237900;0,00079300;0,00237900;0,00079300;0,00237900;0,00079300;0,00237900;0,00079300
281;8286,810;0,69091;0,36933;0,00370;0,93445;0,90202;0,95272;0,72016;0,98929;0,42197;0,00663;0,00228000;0,00076000;0,00228000;0,00076000;0,00228000;0,00076000;0,00228000;0,00076000
282;8568,050;0,69474;0,37141;0,00368;0,93481;0,90344;0,95276;0,71990;0,98876;0,42101;0,00662;0,00218100;0,00072700;0,00218100;0,00072700;0,00218100;0,00072700;0,00218100;0,00072700
283;8848,280;0,68880;0,36820;0,00368;0,93534;0,90320;0,95319;0,72047;0,98834;0,42068;0,00662;0,00208200;0,00069400;0,00208200;0,00069400;0,00208200;0,00069400;0,00208200;0,00069400
284;9129,960;0,69017;0,36673;0,00367;0,93724;0,90172;0,95330;0,72060;0,98813;0,42092;0,00662;0,00198300;0,00066100;0,00198300;0,00066100;0,00198300;0,00066100;0,00198300;0,00066100
285;9410,520;0,68853;0,36742;0,00360;0,93633;0,90245;0,95335;0,72084;0,98796;0,42075;0,00662;0,00188400;0,00062800;0,00188400;0,00062800;0,00188400;0,00062800;0,00188400;0,00062800
286;9691,110;0,69085;0,36912;0,00364;0,93723;0,90183;0,95326;0,72086;0,98770;0,41940;0,00662;0,00178500;0,00059500;0,00178500;0,00059500;0,00178500;0,00059500;0,00178500;0,00059500
287;9971,780;0,68158;0,36417;0,00363;0,93750;0,90165;0,95324;0,72092;0,98695;0,41968;0,00661;0,00168600;0,00056200;0,00168600;0,00056200;0,00168600;0,00056200;0,00168600;0,00056200
288;10253,600;0,68543;0,36635;0,00359;0,93791;0,90077;0,95324;0,72102;0,98629;0,41984;0,00661;0,00158700;0,00052900;0,00158700;0,00052900;0,00158700;0,00052900;0,00158700;0,00052900
289;10535,300;0,67692;0,36142;0,00357;0,93897;0,90069;0,95322;0,72102;0,98612;0,42090;0,00661;0,00148800;0,00049600;0,00148800;0,00049600;0,00148800;0,00049600;0,00148800;0,00049600
290;10816,400;0,67409;0,36106;0,00358;0,93921;0,90094;0,95333;0,72144;0,98597;0,42054;0,00661;0,00138900;0,00046300;0,00138900;0,00046300;0,00138900;0,00046300;0,00138900;0,00046300
291;11097,100;0,67815;0,36418;0,00358;0,93811;0,90074;0,95331;0,72132;0,98611;0,41979;0,00661;0,00129000;0,00043000;0,00129000;0,00043000;0,00129000;0,00043000;0,00129000;0,00043000
292;11377,400;0,66940;0,35428;0,00353;0,93797;0,90203;0,95336;0,72163;0,98585;0,42081;0,00661;0,00119100;0,00039700;0,00119100;0,00039700;0,00119100;0,00039700;0,00119100;0,00039700
293;11658,600;0,67243;0,35763;0,00354;0,93904;0,90112;0,95339;0,72141;0,98600;0,42019;0,00661;0,00109200;0,00036400;0,00109200;0,00036400;0,00109200;0,00036400;0,00109200;0,00036400
294;11939,300;0,66830;0,35553;0,00352;0,93919;0,90073;0,95327;0,72146;0,98575;0,42158;0,00661;0,00099300;0,00033100;0,00099300;0,00033100;0,00099300;0,00033100;0,00099300;0,00033100
295;12219,300;0,66943;0,35912;0,00350;0,93796;0,90148;0,95322;0,72130;0,98545;0,42090;0,00661;0,00089400;0,00029800;0,00089400;0,00029800;0,00089400;0,00029800;0,00089400;0,00029800
296;12500,400;0,66685;0,35302;0,00351;0,93838;0,90133;0,95329;0,72165;0,98530;0,42054;0,00661;0,00079500;0,00026500;0,00079500;0,00026500;0,00079500;0,00026500;0,00079500;0,00026500
297;12781,000;0,66648;0,35290;0,00346;0,93758;0,90118;0,95335;0,72196;0,98460;0,42132;0,00660;0,00069600;0,00023200;0,00069600;0,00023200;0,00069600;0,00023200;0,00069600;0,00023200
298;13061,800;0,66199;0,35385;0,00348;0,93633;0,90290;0,95328;0,72157;0,98446;0,42133;0,00659;0,00059700;0,00019900;0,00059700;0,00019900;0,00059700;0,00019900;0,00059700;0,00019900
299;13341,800;0,66665;0,35401;0,00350;0,93805;0,90136;0,95326;0,72169;0,98433;0,42118;0,00659;0,00049800;0,00016600;0,00049800;0,00016600;0,00049800;0,00016600;0,00049800;0,00016600
300;13622,900;0,65583;0,34833;0,00346;0,93903;0,90112;0,95330;0,72171;0,98435;0,42079;0,00659;0,00039900;0,00013300;0,00039900;0,00013300;0,00039900;0,00013300;0,00039900;0,00013300
